# AIST/GSJ, Geochemical Map of Hot Spring Waters (GRES-DB ONSEN 2020), gbank.gsj.jp/gres-db
# source:    https://gbank.gsj.jp/gres-db/download/onsen/GSJ_DB_GRES-DB_ONSEN_2020.zip
# sha256:    09ceca4ebf6a4ba366c6093845f190b95e2fd3a2ad7c7d97f0ac074bc4a68cab
# licence:   政府標準利用規約 第2.0版 (CC BY 4.0 compatible), attribution required
# generated: scripts/fetch-aist.mjs -- do not edit by hand
#
# Positions are the AREA CENTROID of the polygon each row publishes. Every
# cell in this file is 187-191 m across, which is a publisher privacy
# choice rather than GPS scatter. The centroid is a distance key only: it
# must never be written to a record location or used to mint a pin.
ser	onsenName	sourceName	prefecture	lat	lng	measuredAt	celsius	unit	ph	tds	sodium	calcium	magnesium	iron	chloride	sulfate	bicarbonate	silica
1327	相乗	おおげど1号	青森県	40.427324036566205	140.63500503174808		71	mg/kg	7.4		136	127	3.7		131	379	66.8	67.4
1328	小泊	小泊	青森県	41.126201266074446	140.31096892856053		39	mg/l	7.6		1650	459	4.9		565	3730	96.3	10.8
1329	十三湖	十三湖	青森県	41.051900545500104	140.35130114046382		25.5	mg/kg	6.6		1790	92	148		2740	878	92.8	43
1330	今泉	布引	青森県	41.02957629815047	140.4186353215236		48	mg/kg	8.2		1010	986	0.7		2730	820	39.7	35
1331	中里	亀山	青森県	40.96466484798838	140.44144985004016		44	mg/kg	7.9		1360	29.6	6.3		1840	272	299	22.3
1332	老人福祉センター	福祉センター	青森県	40.9210506518468	140.4598248192667		38	mg/kg	8.5		455	8.8	1.9		497	207	143	20.7
1333	金木	朝日山	青森県	40.90158286533154	140.453616527452		34.6	mg/kg	8		1640	34	17.5		2100	636	214	9.2
1334	福泉	不動の滝	青森県	40.829450526467184	140.4878559849209		36.2	mg/kg	7.7		1990	18	12.8		3010	59.4	427	71.2
1335	社会福祉老人ホーム	青山荘	青森県	40.80872324326136	140.4990192205453		52	mg/kg	7.9		899	11.6	4.2		800	437	539	22.3
1336	下平井	磯の湯	青森県	40.81494143064193	140.4486056736322		19.7	mg/l	8		172	1.9	1		177	5.7	186	49
1337	西北	西北	青森県	40.811111928939795	140.4434090713355		52	mg/l	8.3		4000	136	48.6		6280	245	256	0
1338	小曲		青森県	40.8097903141035	140.43390469697576		61.1	mg/l	7.5		2630	67.5	23.2		4060	186	278	120
1339	松島	温泉ホテル	青森県	40.80666259013833	140.45946231394018		60.5	mg/kg	7.6		3140	50.7	20.6		4700	317	329	31.2
1340	一ツ谷	つるの湯	青森県	40.807919104459025	140.45086939624989		56	mg/kg	7.8		4080	127	18.3		6380	259	244	71.3
1341	りんご館	りんご館	青森県	40.8072520965931	140.44713633706573		57	mg/kg	8.2		3600	50.5	0.9		5600	165	287	111
1342	温泉津軽	温泉津軽	青森県	40.80620639122741	140.4464276287754		28	mg/l	7.7		1830	20	10.7		2610	26.1	567	0
1343	五所川原	1号	青森県	40.808529622622814	140.44035392491222		49.5	mg/kg	7.4		4000	190	25.3		6420	282	201	143
1344	藤巻	藤巻	青森県	40.80319795352374	140.46799696979411		58.8	mg/l	8.2		2410	22.4	15.2		3420	135	662	32.3
1345	滝ノ湯	滝ノ湯	青森県	40.80086208566197	140.4516923265154		66	mg/kg	7.5		4510	116	65.6		7190	294	268	46.3
1346	湊千鳥	福乃湯	青森県	40.79473375618314	140.44543671530923		64.2	mg/kg	7.6		4570	108	34.6		7080	265	305	25.3
1347	青陽園	青陽園	青森県	40.790088870109706	140.45117802590454		60	mg/kg	7.2		5200	148	42.3		8160	270	299	57.4
1348	桜木	金太郎	青森県	40.78217120291028	140.44047813592613		57.3	mg/l	8		2230	17.9	3.2		3040	31	976	95.3
1349	広田	広田	青森県	40.779845538155435	140.4657727468077		48	mg/kg	7.8		2870	54.4	3.5		4500	0	390	120
1350	浅井	浅井	青森県	40.778316058981375	140.48925048058936		63	mg/kg	7.6		1820	21.5	12		2270	468	540	76.4
1351	広富	広富	青森県	40.7797924005169	140.5077179029447		52.6	mg/kg	7.6		1320	14.7	5		1550	474	350	48.8
1352	夢野	持子沢	青森県	40.7630360379317	140.54162190260016		46	mg/kg	7.4		834	4.8	2		667	202	852	102
1353	松倉	梅沢	青森県	40.75722558129288	140.4658135841758		50.1	mg/l	7.8		2980	62	10.3		4670	0	488	185
1354	山田	山田	青森県	40.75321934179093	140.4366403164708		61	mg/kg	8.1		1500	7.3	0.3		1780	16.5	1070	174
1355	鶴田	鶴田	青森県	40.75743626463454	140.43149391736952		34.3	mg/l	7.8		624	39.7	30.1		498	0	828	0
1356	鶴寿	鶴寿	青森県	40.75883996879135	140.41533202023183		62	mg/kg	7.8		3560	48.7	1.3		5540	3.7	571	137
1357	妙堂崎	北日本	青森県	40.783773351326936	140.36389753756487		56.8	mg/kg	7.4		6300	28.2	58.3		8470	240	2700	153
1358	大沢・津軽富士見荘	国民年金保養センター	青森県	40.75391749819832	140.37781056525094		53.5	mg/kg	7.1		7340	187	136		11200	678	1610	160
1359	前田	鶴泊	青森県	40.73292169741946	140.43345098458408		63.5	mg/kg	7.8		3250	42.1	3.6		5000	0	546	31.3
1360	高増	ねぶた	青森県	40.72771424055874	140.4944403651263		56.2	mg/l	7.8		5040	117	4.9		8030	14.8	636	90
1361	高増	高増神社	青森県	40.717962593271984	140.48911283862913		52	mg/kg	7.6		1590	11.2	1.9		2260	16.3	459	145
1362	三千石	木賊	青森県	40.70422610171434	140.46482643801593		60	mg/l	7.6		2760	20.6	0.3		4190	36.5	543	95.3
1363	掛落林	あすなろ	青森県	40.71895293564607	140.44008492733144		63.8	mg/l	8.2		3900	32	9.8		5750	0	960	186
1364	灰沼	おおくら	青森県	40.70025513527135	140.45195799119537		45	mg/kg	7.6		1480	18.4	2.9		1990	11.7	779	183
1365	板柳	板柳温泉2号泉	青森県	40.697790636960484	140.46035702394505		50.7	mg/l	8.2		2580	36.1	6.5		3980	27.5	500	84
1366	宮元	宮元	青森県	40.68558205221602	140.46972274781098		57.4	mg/l	8.2		2070	19.9	0.2		3110	16.5	445	95.7
1367	福野田	ふるさと	青森県	40.68816038469279	140.46385203791226		52	mg/l	8		1870	23.5	2.6		2800	24	443	212
1368	三和	三和	青森県	40.725338227447196	140.40495168388514		69.5	mg/kg	7.6		7270	354	14.9		12300	5.1	201	230
1369	大森	田浦	青森県	40.71218796550295	140.384479168933		47	mg/kg	7.8		614	5.8	1.3		430	21.4	943	147
1370	貝沢	二十一世紀ランド温泉	青森県	40.70732682710342	140.39468560866797		31.5	mg/kg	8		204	61	62		185	266	415	103
1371	三世寺	鳴瀬	青森県	40.659637988678554	140.4604884151954		51.5	mg/kg	7.4		3100	74	10		4850	144	375	232
1372	神原	神原	青森県	40.66052371513768	140.43188762975558		42	mg/kg	7.4		960	34.5	6.8		1480	14.4	275	99.8
1373	独弧	石田	青森県	40.65107693288715	140.4451877790095		38.5	mg/l	7.6		303	27.1	14.5		318	15.6	427	87.3
1374	津賀野	はなさき	青森県	40.640782586911634	140.49040615722825		51	mg/kg	8		2560	22.8	1.7		3830	8	549	239
1375	鶴田	長成	青森県	40.6168409898541	140.3523799362497		27.5	mg/l	6.9		230	114	90.1		389	66	688	136
1376	堅田	鷹揚園	青森県	40.613742000112396	140.49350042897385		36	mg/kg	7.4		2690	64.5	7.5		4150	0.8	426	96.4
1377	船水	船水	青森県	40.62881813567891	140.46429516154808		47.5	mg/kg	7.4		5730	160	12.9		8740	545	488	75.7
1378	石渡	一号泉	青森県	40.629915194764614	140.4534287625355		45	mg/kg	7.2		2650	24.4	31.6		1990	7.5	4140	137
1379	福田	タカラ温泉	青森県	40.6096898741732	140.51037053837078		46	mg/kg	7.8		2320	92	11.6		3720	12	262	110
1380	境関	境関	青森県	40.617136846139516	140.50379363184902		46.1	mg/l	8		1300	48	5.5		2110	2	213	164
1381	紺屋町	白菊	青森県	40.61259181635986	140.46108249115196		37.7	mg/kg	7		1530	25.8	149		1450	115	2460	93
1382	宝来泉	宝来泉	青森県	40.604559583826195	140.45799846388869		33											
1383	新里	二ツ屋(花咲)	青森県	40.60185480235136	140.5202809441906		47	mg/kg	8.4		60	1.7	0.1		42	1	134	118
1384	城東	城東	青森県	40.60686387561757	140.4959314369209		23	mg/kg	7.8		368	10.4	2.4		507	3.8	189	80
1385	城北	津軽長寿	青森県	40.61906086453567	140.4730926454281		50.6	mg/kg	7.4		7000	168	21.5		11500	0	336	232
1386	駅前	菊乃湯	青森県	40.60239368279936	140.48309328709811		26	mg/kg	8.4		980	17.6	4.4		1440	20.6	280	61
1387	土手町	朝日2号泉	青森県	40.602234130134676	140.47107283944683		42	mg/kg	8		1840	30.7	5.7		2810	7.3	360	106
1388	小比内	小比内泉(1号泉)	青森県	40.591002436651074	140.49723104089904		42	mg/kg	7.3		5430	188	36.5		8920	170	455	84
1389	富田	弘西	青森県	40.58807352462705	140.4795720017792		39	mg/kg	8.4		424	7.2	3.9		586	64.6	109	51
1390	寒沢・弘前	寒沢	青森県	40.59015125669126	140.4664412389215		42	mg/l	8.8		1310	21.2	13.9		2360	21.9	146	0
1391	桔梗野	富の湯	青森県	40.589197419876136	140.4612609645656		36	mg/kg	7.5		892	20	11.2		1350	8.8	204	112
1392	清水富田	清水富田	青森県	40.59255906918558	140.44744877475418		31.2	mg/kg	7.6		380	16.1	7.1		569	39.5	115	98.6
1393	堀越	合川	青森県	40.57320932000164	140.51965173159812		51	mg/kg	7.6		1500	41.5	4.8		2300	32	336	133
1394	伸光	大清水	青森県	40.58098261615548	140.49214852714744		29	mg/kg	8.4		1100	4.1	0.5		1740	11.4	137	43.6
1395	城南	山崎	青森県	40.5750003508073	140.47190132498116		45	mg/l	7.8		5040	135	36.4		8140	1.9	284	10.3
1396	旭ケ丘	緑ケ丘ホテル	青森県	40.57974149793661	140.45977616166024		41.5	mg/kg	7.4		3260	72.3	29.3		4950	219	306	44.2
1397	桜ケ丘	桜ケ丘	青森県	40.57503533849973	140.4521889151671		41.2	mg/kg	8.4		497	4.7	2.4		560	56	350	62.8
1398	松原	松原	青森県	40.568500148123015	140.48262732703895		44.5	mg/kg	8.4		993	6.8	1.7		1350	25.2	348	54.4
1399	石川	川原田	青森県	40.55592391723696	140.53966762835034		43.5	mg/kg	7.8		723	21.8	10.6		911	93.8	437	104
1400	小栗山	白馬龍神	青森県	40.55876289542645	140.49140915764823		58.4	mg/kg	6.8		2250	210	79		2830	1250	561	47.6
1401	大和沢	光世	青森県	40.54794563462428	140.46366693518476		43.5	mg/kg	6.7		1240	150	61		835	1620	665	46
1402	小沢	小沢龍神	青森県	40.55127601748961	140.43100058625976		43	mg/kg	7.3		2360	609	5.3		2980	2330	54.2	27.7
1403	高屋	高屋	青森県	40.6180466481449	140.4279104985833		46.3	mg/kg	6.8		2120	152	1.5		2520	74.2	2090	164
1404	一町田		青森県	40.61145375629618	140.423040535942													
1405	五代	五代	青森県	40.61327317645895	140.40769377282942		48.2	mg/kg	8.2		101	9.4	0.8		23.7	12.4	253	123
1406	新岡	新岡	青森県	40.63017072100483	140.39232691793606		47.3	mg/kg	8		875	20	7		1000	0	780	155
1407	三本柳	二号泉	青森県	40.61030798794236	140.34739633124053		45	mg/kg	6.5		340	72	118		497	83.6	761	130
1408	百沢	東岩木山	青森県	40.620379383362064	140.3436480576728		52	mg/kg	7.8		576	17.8	0.1		380	157	796	98.3
1409	嶽	嶽	青森県	40.641637647260346	140.27539837191276		46	mg/kg	2		212	432	82.6		1650	580	0	147
1410	黒森	常盤野	青森県	40.63937334131238	140.27147643492899		61	mg/kg	6.6		547	409	200		1550	499	537	210
1411	湯段	湯段萢	青森県	40.62688724836099	140.25210317835672		55.4	mg/kg	6.4		493	300	144		1210	368	568	168
1412	駒越	ちょっとマイウェイ駒越	青森県	40.60876348547169	140.44115911246578		28.1	mg/kg	7.8		90.5	18	5.3		127	24.4	88.9	71
1413	五所	御所	青森県	40.585799367110674	140.396273302984		49	mg/kg	8.2		890	48	5.6		1400	90	117	104
1414	黒滝	黒滝	青森県	40.589864391622875	140.40055826392316		31	mg/kg	8.2		150	4.4	1.5		164	33.2	104	96.9
1415	黒土	国吉	青森県	40.594139635679184	140.3436315719127		61	mg/kg	7.8		4320	273	9.7		7200	123	79.4	160
1416	大白	白沢	青森県	40.59292734228127	140.28309671812593		50.4	mg/kg	8.2		1350	39.4	1.5		2000	42.9	313	160
1417	田代	おんな坂	青森県	40.56681850148457	140.2935798524045		40.2	mg/kg	8.4		810	590	2.4		2240	108	61	114
1418	砂子瀬	美山湖	青森県	40.52969319581423	140.24233640493824		60.5	mg/kg	8		2760	1500	1.4		6740	441	34.8	0
1419	牛潟	会津稲荷(16号)	青森県	40.931583346884466	140.3547122206518		40.5	mg/kg	8		471	11.3	2.1		515	72.2	344	115
1420	稲垣	稲垣寿楽	青森県	40.87511963010315	140.39721883510225		49.5	mg/kg	7.8		3200	120	18.7		5000	260	208	187
1421	館岡	亀ケ岡	青森県	40.87931187225864	140.3376249738277		50	mg/kg	7		9200	652	109		15300	819	143	0
1422	秋元観光	秋元2号泉	青森県	40.816790459842686	140.38306303977643		63	mg/kg	7.4		3660	18	10.2		4490	21.3	2560	124
1423	曙	尾野病院	青森県	40.80706203744934	140.39103175245174		65	mg/kg	7.8		5100	106	57		7790	320	678	90
1424	野田	光風	青森県	40.795603040212654	140.37211046699542		55.8	mg/kg	7.6		3120	16	18		3050	8	3480	163
1425	森田	3号泉	青森県	40.77794519458333	140.34781010107662		52	mg/kg	7.4		4490	80.7	95.6		5370	68.5	3730	150
1426	鷺坂	アサヒ	青森県	40.80919169572207	140.43291419742516		67											
1427	柏	柏	青森県	40.80641219186687	140.42055553836113		65.5	mg/kg	7.2		4690	135	22.5		7190	344	417	99.5
1428	志野田	志野田	青森県	40.79696342411131	140.39888372966917		61.8	mg/kg	7.8		4520	54.5	47.3		7040	137	579	65.7
1429	舞戸	舞戸	青森県	40.774208591051995	140.22351051097814		54.5	mg/kg	7.7		8920	2560	80.2		18500	442	18.3	39.2
1430	鰺ケ沢	鰺ケ沢	青森県	40.773500810772724	140.2207988149091		52											
1431	大鳴沢	1号泉	青森県	40.73215508454694	140.28691349663194		30.5	mg/kg	7.6		73.9	14	6.3		18.4	6.4	250	76.9
1432	大燃	熊ノ湯	青森県	40.66083026816071	140.1495945697228		32.5	mg/l	6.8		452	320	37.5		397	849	659	0
1433	吾妻	吾妻	青森県	40.66002287064698	139.93848343852545		30	mg/kg	7		3250	528	530		6780	879	311	29.4
1434	深浦		青森県	40.63110949050012	139.9197319550615		30											
1435	六角沢		青森県	40.632827610492086	139.92378036089627													
1436	黄金崎不老不死	黄金崎	青森県	40.61458345304277	139.8619010507231		43.5		7									
1437	舮作・みちのく	へなし岬	青森県	40.6014871863303	139.86872887185265		55.5	mg/kg	6.6		6100	670	595		11000	1040	1620	88.1
1438	椿山	ボーリング井	青森県	40.592662236328884	139.8707650793513		49	mg/l			8620	700	1000		16700	1720	1180	0
1439	猿の湯	猿の湯	青森県	40.61128945154244	140.00393142332035		31.5	mg/kg	6.1		83	260	45.4		17.7	15.9	1190	157
1440	岩崎	岩崎	青森県	40.58691109364702	139.91169466233023		39	mg/l	6.4		440	65.8	22.8		787	49.5	182	0
1441	奥ノ湯		青森県	40.579956641049726	139.9984753741603													
1442	岩崎新湯	岩崎新湯	青森県	40.58148876128064	139.98927002221345		50.4	mg/kg	7.4		2150	294	6.1		2110	2380	196	42.6
1443	白神	白神温泉静観荘	青森県	40.580360725415716	139.92792730249792		40	mg/kg	6.8		2150	84	70		1060	400	4140	152
1444	十二湖	十二湖キャニオン	青森県	40.55656145803698	139.9465725489088		26	mg/kg	7.2		42		1		33.4	17	44	109
1445	湯坂		青森県	41.32494207159195	141.09922171756386		42											
1446	下夕沢	下夕沢源泉	青森県	40.69850501197916	141.39419832631478		47	mg/l	7.6		3400	290	49.5		5660	410	143	0
1447	(三沢市)	淋代平源泉、住友化学三沢工場給湯施設	青森県	40.73364887438535	141.35845151757763		40											
1448	一川目	一川目	青森県	40.63821125583704	141.44244032567846		41											
1449	下田	下田	青森県	40.60166274024083	141.41478774866633			mg/l	8.2		1680	83.2	19.5		2510	320	253	0
1450	角の浜	松梼湯	岩手県	40.449842102226064	141.68086468887492		11	mg/kg	6.1		31	7.3	5.7		56.5	13.5	13.5	21.5
1451	大谷	1号泉	岩手県	40.35739442640189	141.6618283393402		11	mg/kg	6.4			3.7	1		6.8	7.6	19.4	27
1452	伊保内	伊保内	岩手県	40.19736234368029	141.41031537270712		15	mg/kg	5.5		15.6	30	5.6		11.3	15.5	190	16.7
1453	宇部冷泉	第1号泉	岩手県	40.14900017976186	141.8308005140646		13.2	mg/kg	3.3		32.3	49.6	12		71.3	921		89.9
1454	山根の湯	1号泉	岩手県	40.08261463266348	141.70562996096172		12.5	mg/kg	10.2		97.3	1.2	0.1		8.6	4.6	379	42
1455	金田一	金栄の湯	岩手県	40.32264156025208	141.3130389260744		35	mg/kg	8.1		195	5.7	2.2		24	72	480	12
1456	似鳥	羊見の湯	岩手県	40.23790388682438	141.23353894094234		13.6	mg/kg	6.3		1690	79.3	56.2		1520	373	1920	8.2
1457	浄法寺	玉の湯	岩手県	40.16941207400568	141.13672869775775		12.9	mg/l	6.5		4550	420	353		6170	1510	3690	35.5
1458	田山	米代	岩手県	40.13676074583922	140.95231377565327		32	mg/kg	8.8		34	7.6	0.1		14.2	27.8	47.5	13.6
1459	新安比	保戸沢の湯	岩手県	40.102227842854056	141.05992486133675		53	mg/kg	7		8660	286	235		11700	183	4800	69.2
1460	七時雨山(荒沢)	田代の湯	岩手県	40.084577331839306	141.12926411768925		15	mg/kg	6.1		592	73.6	22.5		1050	15	316	33
1461	小屋畑の湯	保戸坂の湯	岩手県	40.07850006219812	141.02029899972266		33.4	mg/l	9.3		33.8	6.4	0		3.9	57.5	31.4	10.5
1464	浪打	弁天の湯	岩手県	40.21755958582818	141.352195155834		13	mg/kg	8.3		72.8	8.6	0.3		16.6	14.5	218	16.6
1465	宮田	1号泉	岩手県	40.17629069830133	141.23303860680457		38.2	mg/l	7.1		72.8	8.6	0.3		724		1810	51.7
1514	とぴや		岩手県	40.00375996046176	140.9787570408126													
1515	七時雨	老人憩の家	岩手県	40.03031181875761	141.1084543542906		17.4	mg/kg	6.5		2500	460	180		4300	63.3	2040	62.6
1516	尻沢	尻沢	秋田県	40.40339513371806	140.75754725813098		38.1	mg/kg	6.2		190	490	118		284	693	1260	65.6
1517	大森平	大森平	秋田県	40.4090265952361	140.75382373978852		40.1	mg/kg	6.3		540	861	133		1310	815	1500	52.8
1518	仁吾平	小坂町八九郎	秋田県	40.39462596964338	140.74931802807083		36.5	mg/l	6.3		475	808	135		1290	736	1310	343
1519	野口		秋田県	40.38522407741652	140.74233331421783													
1520	若木立	同和鉱業	秋田県	40.37439604123337	140.7191853383937		42	mg/kg	6.5		197	538	95.8		223	940	1770	106
1521	砂子沢		秋田県	40.36298486910227	140.738945579466		24											
1522	小坂鉱山	湧水	秋田県	40.330166081424245	140.75002493354572		26		6.1									
1523	渡ノ羽	渡ノ羽	秋田県	40.336431227645896	140.73624713524035		34	mg/kg	6.9		1160	543	118		1030	2430	477	27.4
1525	大湯	同和鉱業	秋田県	40.374908237652626	140.88702870220598		26	mg/kg	8.2		31.9	12.9	0.4		14.5	48.6	40.2	15.8
1526	湯の岱	湯岱	秋田県	40.29889304677298	140.84116525594592		60	mg/kg	7.8		373	75.6	4.2		601	86.8	98.9	58.4
1527	荒瀬	荒瀬の湯	秋田県	40.29737947147969	140.83638609969202		60.5	mg/kg	8.6		405	61.2	0.6		624	86.7	76.9	62.8
1528	上の湯	千葉旅館	秋田県	40.294736284625564	140.8330769557247		68	mg/kg	8		429	66.4	0.3		662	122	86.4	54.3
1529	中田	石川4号井	秋田県	40.29173139761089	140.82750474258415		56	mg/kg	8.1		420	52.9	2.2		537	202	77.7	57.4
1530	川原の湯	川原の湯(元湯)	秋田県	40.29381216269383	140.82157060581073		74	mg/kg	8.1		555	94.9	0.1		880	159	130	5.1
1531	下の湯	下の湯	秋田県	40.29210645638047	140.82170073839418		59	mg/kg	7.9		435	82.1	0.6		715	130	68.2	62.2
1532	湯瀬	鶴の湯	秋田県	40.12343906670159	140.83708578279112		63.2	mg/l	9.2		145	25	0		33	297	36.7	53.6
1533	下水沢	桂温泉	秋田県	40.05345228764564	140.8154367562861		33.5											
1534	志張		秋田県	40.02390040883582	140.81542591169432		47.2	mg/l	8.5		113	6	0.5		74	47.5	123	39.2
1535	切留平(長者)	若の湯	秋田県	40.01890009556678	140.81157140696752		66	mg/l	7.9		191	7.8	0.1		143	71.8	182	77
1536	ナナカマド	ナナカマド荘2号井	秋田県	40.01559671545974	140.8102856061775		70	mg/l	8.7		126	1.5	0		51.6	12.6	198	57.5
1537	銭川		秋田県	40.01472234423506	140.80369847941338		95	mg/l	8.1		242	19.2	0		305	106	73.7	144
1538	トロコ		秋田県	40.01295692193029	140.80287488851766		99	mg/kg	8.6		235	23.7	0.01		294	104	10.4	225
1545	日景	日景	秋田県	40.423438697397074	140.60796598069658		42.2	mg/l	6.5		2650	627	165		5550	11	758	
1546	矢立		秋田県	40.41842635540664	140.61728522352098		41.5	mg/kg	6.2		2330	552	155		4750		665	120
1547	下内沢		秋田県	40.41685818532969	140.57980054316863		36	mg/kg	7		590	100	41.8		1150	12.4	195	153
1548	長森		秋田県	40.33360282868429	140.55183557271027		38.5	mg/kg	8.4		265	521	0.3		246	1230	313	38.4
1549	滝の沢	滝の沢	秋田県	40.328841347194135	140.5423453197784		37	mg/kg	8.4		175	359	10.6		113	1120	20.1	29.4
1550	大明神	大明神	秋田県	40.30336065458381	140.65695481365316		46	mg/kg	8.1		310	513	9.7		75.5	1820	39.7	22.4
1551	雪沢	雪沢	秋田県	40.298175917035316	140.64229521666195		49.5	mg/kg	7.9		300	463	21.2		113	1630	54.9	60.7
1552	富留沢		秋田県	40.29068672892928	140.58343548749133		31	mg/l							210			
1553	大文字		秋田県	40.278566902791894	140.57128960146352													
1554	沼館	沼館	秋田県	40.28528373669652	140.53984395377424		44	mg/kg	8.5		570	314	139		867	1440	24.4	42
1555	長静		秋田県	40.28144617298972	140.51835813658136		44	mg/kg	9.6		188	139	1.2		150	503	3.1	26.6
1556	柄沢	柄沢	秋田県	40.26366750364916	140.58085158617402													
1557	東台		秋田県	40.270053901261214	140.57422503005452													
1558	山館		秋田県	40.23237833644092	140.5847589964839		32	mg/kg	9.3		120	132	2		10.6	527	70.8	20.4
1559	軽井沢		秋田県	40.21644951851042	140.643265418912		47.5	mg/kg	8.1		475	175	6.4		520	701	41.4	45.1
1560	新軽井沢		秋田県	40.21673443835429	140.63715094064895		64	mg/kg	8.4		733	195	2.4		1040	723	74.7	58
1561	大滝		秋田県	40.213073516889644	140.6431174582987		58.5	mg/kg	8		460	192	3.6		510	716	18.3	44.6
